ModelName;InteractionSize;T;Algorithm;Time;Time;Configurations;Configurations;ModelIteration;NoResult;OutOfMemory;CorrectlyFoundLiteralsCount;CorrectlyFoundLiteralsCount;MissedLiteralsCount;MissedLiteralsCount
eCos-3-0_i386pc;3;2;iident;0.7835000000000001;1.05;23.0;48.0;10;5;0;65.0;136.0;30.0;185.0
eCos-3-0_i386pc;3;3;Inciident;0.968;2.408;36.5;69.0;10;0;0;145.0;275.0;0.0;0.0
eCos-3-0_i386pc;3;3;Random;78.7145;117.661;285.0;285.0;10;1;0;166.0;275.0;0.0;0.0
eCos-3-0_i386pc;3;3;iident;176.7695;300.445;33.0;65.0;10;0;0;145.0;275.0;0.0;0.0
ea2468;1;1;Inciident;0.248;0.297;12.0;14.0;10;0;0;179.5;334.0;0.0;0.0
ea2468;1;1;Random;0.1855;0.219;107.0;107.0;10;0;0;179.5;334.0;0.0;0.0
ea2468;1;1;iident;0.2625;0.312;12.0;14.0;10;0;0;179.5;334.0;0.0;0.0
ea2468;1;2;Inciident;0.602;0.776;32.0;39.0;10;0;0;179.5;334.0;0.0;0.0
ea2468;1;2;Random;0.548;0.703;200.0;200.0;10;0;0;179.5;334.0;0.0;0.0
ea2468;1;2;iident;1.051;1.135;34.0;44.0;10;0;0;179.5;334.0;0.0;0.0
ea2468;1;3;Inciident;0.6375;0.889;33.5;41.0;10;0;0;179.5;334.0;0.0;0.0
ea2468;1;3;Random;54.962;144.431;287.0;287.0;10;0;0;179.5;334.0;0.0;0.0
ea2468;1;3;iident;142.4115;156.307;32.5;38.0;10;0;0;179.5;334.0;0.0;0.0
ea2468;2;1;Inciident;0.2515;0.288;11.0;14.0;10;4;0;210.5;334.0;8.5;65.0
ea2468;2;1;Random;0.077;0.144;15.5;57.0;10;9;0;208.0;208.0;2.0;2.0
ea2468;2;1;iident;0.2455;0.269;11.0;14.0;10;4;0;210.5;334.0;8.5;65.0
ea2468;2;2;Inciident;0.463;0.797;20.5;34.0;10;0;0;215.0;344.0;0.0;0.0
ea2468;2;2;Random;0.5475000000000001;0.612;200.0;200.0;10;0;0;215.0;344.0;0.0;0.0
ea2468;2;2;iident;0.843;1.179;20.0;53.0;10;0;0;215.0;344.0;0.0;0.0
ea2468;2;3;Inciident;0.9615;1.536;36.0;78.0;10;0;0;215.0;344.0;0.0;0.0
ea2468;2;3;Random;76.3375;137.468;287.0;287.0;10;1;0;210.0;344.0;0.0;0.0
ea2468;2;3;iident;140.9975;234.753;38.0;66.0;10;0;0;215.0;344.0;0.0;0.0
ea2468;3;1;Inciident;0.24;0.284;11.0;14.0;10;9;0;133.0;133.0;31.0;31.0
ea2468;3;1;Random;0.069;0.121;14.0;53.0;10;10;0;;;;
ea2468;3;1;iident;0.246;0.284;11.0;14.0;10;9;0;133.0;133.0;31.0;31.0
ea2468;3;2;Inciident;0.4735;0.614;21.0;31.0;10;3;0;217.0;334.0;7.0;65.0
ea2468;3;2;Random;0.3795;0.568;35.5;145.0;10;8;0;233.5;334.0;21.0;31.0
ea2468;3;2;iident;0.8314999999999999;1.115;20.5;52.0;10;5;0;214.0;246.0;4.0;65.0
ea2468;3;3;Inciident;0.7255;1.223;27.5;60.0;10;0;0;228.0;345.0;0.0;0.0
ea2468;3;3;Random;74.37899999999999;144.225;287.0;287.0;10;0;0;228.0;345.0;0.0;0.0
ea2468;3;3;iident;145.244;334.722;29.0;48.0;10;0;0;228.0;345.0;0.0;0.0
email;1;1;Inciident;0.024;0.031;6.0;7.0;100;0;0;4.0;7.0;0.0;0.0
email;1;1;Random;0.0225;0.031;23.0;33.0;100;0;0;4.0;7.0;0.0;0.0
email;1;1;iident;0.024;0.03;6.0;7.0;100;0;0;4.0;7.0;0.0;0.0
email;1;2;Inciident;0.036;0.053;8.0;10.0;100;0;0;4.0;7.0;0.0;0.0
email;1;2;Random;0.024;0.043;13.5;52.0;100;34;0;5.0;7.0;0.0;0.0
email;1;2;iident;0.039;0.051;7.0;8.0;100;14;0;4.0;7.0;0.0;0.0
email;1;3;Inciident;0.038;0.053;11.0;13.0;100;0;0;4.0;7.0;0.0;0.0
email;1;3;Random;0.026;0.044;9.0;62.0;100;49;0;5.0;7.0;0.0;0.0
email;1;3;iident;0.049;0.065;7.0;8.0;100;22;0;5.0;7.0;0.0;0.0
email;2;1;Inciident;0.022;0.029;5.0;6.0;100;45;0;5.0;7.0;1.0;4.0
email;2;1;Random;0.015;0.03;7.0;33.0;100;63;0;3.0;6.0;1.0;6.0
email;2;1;iident;0.023;0.029;5.0;6.0;100;45;0;5.0;7.0;1.0;4.0
email;2;2;Inciident;0.041;0.053;8.0;11.0;100;0;0;5.0;8.0;0.0;0.0
email;2;2;Random;0.037;0.043;52.0;52.0;100;0;0;5.0;8.0;0.0;0.0
email;2;2;iident;0.039;0.048;7.0;9.0;100;0;0;5.0;8.0;0.0;0.0
email;2;3;Inciident;0.045;0.068;11.0;16.0;100;0;0;5.0;8.0;0.0;0.0
email;2;3;Random;0.031;0.058;19.5;62.0;100;13;0;5.0;8.0;0.0;0.0
email;2;3;iident;0.051;0.064;7.0;9.0;100;5;0;5.0;8.0;0.0;0.0
email;3;1;Inciident;0.021;0.028;5.0;6.0;100;62;0;5.0;7.0;2.0;5.0
email;3;1;Random;0.014;0.028;6.0;33.0;100;81;0;3.0;7.0;3.0;6.0
email;3;1;iident;0.0215;0.029;5.0;6.0;100;62;0;5.0;7.0;2.0;5.0
email;3;2;Inciident;0.04;0.054;9.0;11.0;100;27;0;6.0;8.0;0.0;5.0
email;3;2;Random;0.028;0.043;32.5;52.0;100;50;0;6.0;8.0;0.0;3.0
email;3;2;iident;0.0385;0.053;7.0;9.0;100;30;0;6.0;8.0;0.0;3.0
email;3;3;Inciident;0.052;0.074;11.0;16.0;100;0;0;6.0;9.0;0.0;0.0
email;3;3;Random;0.045;0.058;62.0;62.0;100;0;0;6.0;9.0;0.0;0.0
email;3;3;iident;0.053;0.076;8.0;12.0;100;0;0;6.0;9.0;0.0;0.0
fiasco_2017-09-26_11-30-56;1;1;Inciident;0.1305;0.55;12.0;88.0;100;0;0;14.5;204.0;0.0;0.0
fiasco_2017-09-26_11-30-56;1;1;Random;0.0895;0.142;81.0;81.0;100;31;0;25.0;204.0;0.0;0.0
fiasco_2017-09-26_11-30-56;1;1;iident;0.142;0.536;12.0;88.0;100;0;0;14.5;204.0;0.0;0.0
fiasco_2017-09-26_11-30-56;1;2;Inciident;0.5055000000000001;0.763;74.5;101.0;100;0;0;14.5;204.0;0.0;0.0
fiasco_2017-09-26_11-30-56;1;2;Random;0.2155;0.272;149.0;149.0;100;54;0;148.5;204.0;0.0;0.0
fiasco_2017-09-26_11-30-56;1;2;iident;0.5825;1.147;72.0;101.0;100;10;0;17.0;204.0;0.0;0.0
fiasco_2017-09-26_11-30-56;1;3;Inciident;0.5355000000000001;0.794;76.0;103.0;100;0;0;14.5;204.0;0.0;0.0
fiasco_2017-09-26_11-30-56;1;3;Random;1.0325;4.087;211.0;211.0;100;51;0;123.0;204.0;0.0;0.0
fiasco_2017-09-26_11-30-56;1;3;iident;1.8365;51.723;72.0;183.0;100;14;0;17.5;204.0;0.0;0.0
fiasco_2017-09-26_11-30-56;2;1;Inciident;0.115;0.505;10.0;72.0;100;12;0;16.0;204.0;1.0;28.0
fiasco_2017-09-26_11-30-56;2;1;Random;0.0635;0.139;37.5;81.0;100;40;0;32.5;204.0;1.0;40.0
fiasco_2017-09-26_11-30-56;2;1;iident;0.119;0.471;10.0;72.0;100;12;0;16.0;204.0;1.0;28.0
fiasco_2017-09-26_11-30-56;2;2;Inciident;0.327;0.67;29.5;87.0;100;0;0;23.0;208.0;0.0;0.0
fiasco_2017-09-26_11-30-56;2;2;Random;0.1995;0.258;149.0;149.0;100;27;0;58.0;208.0;0.0;0.0
fiasco_2017-09-26_11-30-56;2;2;iident;0.40149999999999997;0.966;33.0;92.0;100;0;0;23.0;208.0;0.0;0.0
fiasco_2017-09-26_11-30-56;2;3;Inciident;0.5625;0.838;70.5;97.0;100;0;0;23.0;208.0;0.0;0.0
fiasco_2017-09-26_11-30-56;2;3;Random;0.7795000000000001;3.787;211.0;211.0;100;39;0;71.0;208.0;0.0;0.0
fiasco_2017-09-26_11-30-56;2;3;iident;1.612;52.394;72.5;183.0;100;3;0;25.0;208.0;0.0;0.0
fiasco_2017-09-26_11-30-56;3;1;Inciident;0.1055;0.424;10.0;62.0;100;28;0;16.0;204.0;2.0;47.0
fiasco_2017-09-26_11-30-56;3;1;Random;0.0565;0.131;23.5;81.0;100;39;0;31.0;204.0;2.0;138.0
fiasco_2017-09-26_11-30-56;3;1;iident;0.1075;0.483;10.0;62.0;100;28;0;16.0;204.0;2.0;47.0
fiasco_2017-09-26_11-30-56;3;2;Inciident;0.2375;0.757;20.0;74.0;100;2;0;32.0;204.0;1.0;21.0
fiasco_2017-09-26_11-30-56;3;2;Random;0.1975;0.257;149.0;149.0;100;33;0;86.0;209.0;0.0;13.0
fiasco_2017-09-26_11-30-56;3;2;iident;0.324;0.902;21.5;87.0;100;1;0;26.0;204.0;1.0;26.0
fiasco_2017-09-26_11-30-56;3;3;Inciident;0.4685;0.845;41.5;90.0;100;0;0;34.0;209.0;0.0;0.0
fiasco_2017-09-26_11-30-56;3;3;Random;0.707;3.705;211.0;211.0;100;28;0;61.5;209.0;0.0;0.0
fiasco_2017-09-26_11-30-56;3;3;iident;1.42;55.992;47.0;183.0;100;0;0;34.0;209.0;0.0;0.0
fiasco_2020-12-01_14-09-14;1;1;Inciident;0.1475;0.647;12.0;96.0;100;0;0;23.0;235.0;0.0;0.0
fiasco_2020-12-01_14-09-14;1;1;Random;0.096;0.154;82.0;82.0;100;41;0;28.0;235.0;0.0;0.0
fiasco_2020-12-01_14-09-14;1;1;iident;0.147;0.651;12.0;96.0;100;0;0;23.0;235.0;0.0;0.0
fiasco_2020-12-01_14-09-14;1;2;Inciident;0.5854999999999999;0.813;81.0;102.0;100;0;0;23.0;235.0;0.0;0.0
fiasco_2020-12-01_14-09-14;1;2;Random;0.23;0.271;151.0;151.0;100;56;0;54.0;235.0;0.0;0.0
fiasco_2020-12-01_14-09-14;1;2;iident;0.7035;1.318;79.0;104.0;100;13;0;25.0;235.0;0.0;0.0
fiasco_2020-12-01_14-09-14;1;3;Inciident;0.604;0.845;83.5;105.0;100;0;0;23.0;235.0;0.0;0.0
fiasco_2020-12-01_14-09-14;1;3;Random;1.2055;4.46;214.0;214.0;100;50;0;35.5;235.0;0.0;0.0
fiasco_2020-12-01_14-09-14;1;3;iident;2.3885;19.565;78.5;118.0;100;15;0;25.0;235.0;0.0;0.0
fiasco_2020-12-01_14-09-14;2;1;Inciident;0.125;0.632;10.0;91.0;100;10;0;23.0;222.0;1.0;20.0
fiasco_2020-12-01_14-09-14;2;1;Random;0.0735;0.157;39.0;82.0;100;41;0;25.0;235.0;1.0;21.0
fiasco_2020-12-01_14-09-14;2;1;iident;0.131;0.643;10.0;91.0;100;10;0;23.0;222.0;1.0;20.0
fiasco_2020-12-01_14-09-14;2;2;Inciident;0.41400000000000003;0.737;37.0;95.0;100;0;0;29.5;236.0;0.0;0.0
fiasco_2020-12-01_14-09-14;2;2;Random;0.2115;0.278;151.0;151.0;100;34;0;40.0;236.0;0.0;0.0
fiasco_2020-12-01_14-09-14;2;2;iident;0.4965;1.296;43.5;95.0;100;0;0;29.5;236.0;0.0;0.0
fiasco_2020-12-01_14-09-14;2;3;Inciident;0.6395;0.928;78.5;108.0;100;0;0;29.5;236.0;0.0;0.0
fiasco_2020-12-01_14-09-14;2;3;Random;0.9215;4.504;214.0;214.0;100;37;0;42.0;236.0;0.0;0.0
fiasco_2020-12-01_14-09-14;2;3;iident;2.1045;18.629;80.0;118.0;100;5;0;32.0;236.0;0.0;0.0
fiasco_2020-12-01_14-09-14;3;1;Inciident;0.1165;0.386;10.0;58.0;100;24;0;28.0;222.0;2.5;54.0
fiasco_2020-12-01_14-09-14;3;1;Random;0.061;0.151;27.0;82.0;100;43;0;32.0;235.0;2.0;40.0
fiasco_2020-12-01_14-09-14;3;1;iident;0.1195;0.401;10.0;58.0;100;24;0;28.0;222.0;2.5;54.0
fiasco_2020-12-01_14-09-14;3;2;Inciident;0.294;0.756;23.5;79.0;100;2;0;39.5;236.0;1.0;22.0
fiasco_2020-12-01_14-09-14;3;2;Random;0.198;0.262;151.0;151.0;100;30;0;60.5;236.0;0.0;22.0
fiasco_2020-12-01_14-09-14;3;2;iident;0.374;0.895;24.5;72.0;100;4;0;41.0;236.0;1.0;14.0
fiasco_2020-12-01_14-09-14;3;3;Inciident;0.5625;0.886;50.5;98.0;100;0;0;43.0;236.0;0.0;0.0
fiasco_2020-12-01_14-09-14;3;3;Random;0.7955000000000001;4.453;214.0;214.0;100;18;0;48.0;236.0;0.0;0.0
fiasco_2020-12-01_14-09-14;3;3;iident;1.7865;24.246;59.5;119.0;100;0;0;43.0;236.0;0.0;0.0
financial_services;1;1;Inciident;0.467;3.552;31.0;354.0;23;0;0;24.0;756.0;0.0;0.0
financial_services;1;1;Random;0.172;0.258;99.0;99.0;23;11;0;110.5;756.0;0.0;0.0
financial_services;1;1;iident;0.523;3.638;31.0;354.0;23;0;0;24.0;756.0;0.0;0.0
financial_services;1;2;Inciident;3.798;5.605;347.0;376.0;23;0;0;24.0;756.0;0.0;0.0
financial_services;1;2;Random;0.568;1.937;184.0;184.0;23;15;0;553.5;756.0;0.0;0.0
financial_services;1;2;iident;4.659;10.45;345.0;367.0;23;4;0;26.0;756.0;0.0;0.0
financial_services;1;3;Inciident;3.794;5.152;353.0;382.0;23;0;0;24.0;756.0;0.0;0.0
financial_services;1;3;Random;35.9;327.629;264.0;264.0;23;17;0;729.0;756.0;0.0;0.0
financial_services;1;3;iident;152.255;624.536;343.5;358.0;23;9;1;44.0;756.0;0.0;0.0
financial_services;2;1;Inciident;0.321;1.698;14.0;156.0;23;0;0;32.0;756.0;1.0;9.0
financial_services;2;1;Random;0.166;0.237;99.0;99.0;23;7;0;110.5;756.0;1.0;8.0
financial_services;2;1;iident;0.298;1.784;14.0;156.0;23;0;0;32.0;756.0;1.0;9.0
financial_services;2;2;Inciident;2.255;4.685;167.0;332.0;23;0;0;34.0;756.0;0.0;0.0
financial_services;2;2;Random;0.448;1.791;184.0;184.0;23;13;0;502.0;756.0;0.0;0.0
financial_services;2;2;iident;2.184;5.601;146.0;351.0;23;0;0;34.0;756.0;0.0;0.0
financial_services;2;3;Inciident;3.927;5.371;341.0;365.0;23;0;0;34.0;756.0;0.0;0.0
financial_services;2;3;Random;26.036;334.254;264.0;264.0;23;15;0;676.5;756.0;0.0;0.0
financial_services;2;3;iident;74.5895;424.918;341.5;358.0;23;2;1;34.0;756.0;0.0;0.0
financial_services;3;1;Inciident;0.257;1.7;14.0;138.0;23;2;0;92.0;756.0;2.0;124.0
financial_services;3;1;Random;0.157;0.219;99.0;99.0;23;7;0;228.5;756.0;2.0;124.0
financial_services;3;1;iident;0.266;1.601;14.0;138.0;23;2;0;92.0;756.0;2.0;124.0
financial_services;3;2;Inciident;0.842;3.735;41.0;263.0;23;0;0;77.0;756.0;1.0;9.0
financial_services;3;2;Random;0.44;1.629;184.0;184.0;23;8;0;379.0;756.0;0.0;8.0
financial_services;3;2;iident;1.37;3.486;63.0;184.0;23;0;0;77.0;756.0;1.0;9.0
financial_services;3;3;Inciident;2.43;10.361;161.0;322.0;23;0;0;78.0;756.0;0.0;0.0
financial_services;3;3;Random;23.794;338.4;264.0;264.0;23;12;0;410.0;756.0;0.0;0.0
financial_services;3;3;iident;55.1405;198.386;172.0;328.0;23;1;1;73.0;756.0;0.0;0.0
fs_2017-05-22;1;1;Inciident;0.5449999999999999;2.476;59.0;303.0;100;0;0;30.0;557.0;0.0;0.0
fs_2017-05-22;1;1;Random;0.131;0.218;94.0;94.0;100;54;0;63.0;557.0;0.0;0.0
fs_2017-05-22;1;1;iident;0.5694999999999999;2.526;59.0;303.0;100;0;0;30.0;557.0;0.0;0.0
fs_2017-05-22;1;2;Inciident;2.3685;2.918;314.0;319.0;100;0;0;30.0;557.0;0.0;0.0
fs_2017-05-22;1;2;Random;0.3395;0.924;174.0;174.0;100;84;0;521.5;557.0;0.0;0.0
fs_2017-05-22;1;2;iident;3.396;8.253;313.0;317.0;100;30;0;34.5;557.0;0.0;0.0
fs_2017-05-22;1;3;Inciident;2.3715;3.337;317.0;321.0;100;0;0;30.0;557.0;0.0;0.0
fs_2017-05-22;1;3;Random;6.0295;68.631;249.0;249.0;100;82;0;489.5;557.0;0.0;0.0
fs_2017-05-22;1;3;iident;130.8715;614.512;312.0;317.0;100;33;0;35.0;557.0;0.0;0.0
fs_2017-05-22;2;1;Inciident;0.269;2.348;17.0;288.0;100;1;0;34.0;557.0;1.0;26.0
fs_2017-05-22;2;1;Random;0.1255;0.222;94.0;94.0;100;50;0;62.0;557.0;1.0;87.0
fs_2017-05-22;2;1;iident;0.268;2.309;17.0;288.0;100;1;0;34.0;557.0;1.0;26.0
fs_2017-05-22;2;2;Inciident;1.3535;2.753;145.0;311.0;100;0;0;38.0;557.0;0.0;0.0
fs_2017-05-22;2;2;Random;0.325;0.937;174.0;174.0;100;60;0;157.5;557.0;0.0;0.0
fs_2017-05-22;2;2;iident;1.6515;8.579;127.5;314.0;100;0;0;38.0;557.0;0.0;0.0
fs_2017-05-22;2;3;Inciident;2.452;3.589;309.5;315.0;100;0;0;38.0;557.0;0.0;0.0
fs_2017-05-22;2;3;Random;5.685499999999999;66.472;249.0;249.0;100;78;0;490.0;557.0;0.0;0.0
fs_2017-05-22;2;3;iident;47.626;619.966;312.5;316.0;100;11;0;41.0;557.0;0.0;0.0
fs_2017-05-22;3;1;Inciident;0.2015;1.608;11.5;195.0;100;2;0;44.0;557.0;2.0;125.0
fs_2017-05-22;3;1;Random;0.11;0.208;71.5;94.0;100;53;0;79.0;557.0;2.0;129.0
fs_2017-05-22;3;1;iident;0.191;1.752;11.5;195.0;100;2;0;44.0;557.0;2.0;125.0
fs_2017-05-22;3;2;Inciident;0.756;2.376;59.0;278.0;100;0;0;52.0;557.0;1.0;26.0
fs_2017-05-22;3;2;Random;0.3125;0.932;174.0;174.0;100;46;0;127.0;557.0;1.0;45.0
fs_2017-05-22;3;2;iident;0.9644999999999999;5.88;69.5;287.0;100;1;0;56.0;557.0;1.0;16.0
fs_2017-05-22;3;3;Inciident;1.9175;4.012;203.0;312.0;100;0;0;56.0;557.0;0.0;0.0
fs_2017-05-22;3;3;Random;4.718;65.667;249.0;249.0;100;63;0;299.0;557.0;0.0;0.0
fs_2017-05-22;3;3;iident;26.9015;369.69;163.5;314.0;100;0;0;56.0;557.0;0.0;0.0
gpl;1;1;Inciident;0.041;0.05;7.0;10.0;100;0;0;14.5;26.0;0.0;0.0
gpl;1;1;Random;0.027;0.046;13.0;51.0;100;1;0;15.0;26.0;0.0;0.0
gpl;1;1;iident;0.041;0.048;7.0;10.0;100;0;0;14.5;26.0;0.0;0.0
gpl;1;2;Inciident;0.069;0.118;13.0;20.0;100;0;0;14.5;26.0;0.0;0.0
gpl;1;2;Random;0.058;0.086;88.0;88.0;100;13;0;16.0;26.0;0.0;0.0
gpl;1;2;iident;0.0985;0.15;11.0;15.0;100;10;0;16.0;26.0;0.0;0.0
gpl;1;3;Inciident;0.07;0.129;15.0;24.0;100;0;0;14.5;26.0;0.0;0.0
gpl;1;3;Random;0.0715;0.153;99.0;119.0;100;25;0;16.0;26.0;0.0;0.0
gpl;1;3;iident;0.143;0.199;12.0;17.0;100;11;0;16.0;26.0;0.0;0.0
gpl;2;1;Inciident;0.041;0.053;7.0;9.0;100;27;0;18.0;27.0;1.0;14.0
gpl;2;1;Random;0.025;0.044;10.0;51.0;100;47;0;18.0;27.0;1.0;5.0
gpl;2;1;iident;0.041;0.048;7.0;9.0;100;27;0;18.0;27.0;1.0;14.0
gpl;2;2;Inciident;0.07;0.114;12.0;17.0;100;0;0;18.0;29.0;0.0;0.0
gpl;2;2;Random;0.058;0.09;88.0;88.0;100;1;0;18.0;29.0;0.0;0.0
gpl;2;2;iident;0.099;0.129;11.0;15.0;100;0;0;18.0;29.0;0.0;0.0
gpl;2;3;Inciident;0.0845;0.153;15.0;25.0;100;0;0;18.0;29.0;0.0;0.0
gpl;2;3;Random;0.087;0.149;119.0;119.0;100;6;0;19.0;29.0;0.0;0.0
gpl;2;3;iident;0.1485;0.222;13.0;20.0;100;3;0;19.0;29.0;0.0;0.0
gpl;3;1;Inciident;0.039;0.048;7.0;9.0;100;48;0;18.0;26.0;2.0;14.0
gpl;3;1;Random;0.023;0.043;9.0;51.0;100;65;0;21.0;27.0;2.0;7.0
gpl;3;1;iident;0.039;0.05;7.0;9.0;100;48;0;18.0;26.0;2.0;14.0
gpl;3;2;Inciident;0.0695;0.131;12.0;18.0;100;12;0;19.5;31.0;0.0;8.0
gpl;3;2;Random;0.048;0.084;48.0;88.0;100;30;0;20.5;31.0;0.0;4.0
gpl;3;2;iident;0.099;0.156;11.0;15.0;100;24;0;20.5;31.0;0.0;7.0
gpl;3;3;Inciident;0.09;0.153;15.0;25.0;100;0;0;21.0;31.0;0.0;0.0
gpl;3;3;Random;0.083;0.144;119.0;119.0;100;1;0;21.0;31.0;0.0;0.0
gpl;3;3;iident;0.151;0.248;14.0;21.0;100;0;0;21.0;31.0;0.0;0.0
integrator_arm7;1;1;Inciident;0.2455;0.312;12.5;13.0;10;0;0;122.5;215.0;0.0;0.0
integrator_arm7;1;1;Random;0.151;0.212;74.5;106.0;10;0;0;122.5;215.0;0.0;0.0
integrator_arm7;1;1;iident;0.255;0.331;12.5;13.0;10;0;0;122.5;215.0;0.0;0.0
integrator_arm7;1;2;Inciident;0.6365000000000001;0.837;35.5;49.0;10;0;0;122.5;215.0;0.0;0.0
integrator_arm7;1;2;Random;0.5155000000000001;0.721;199.0;199.0;10;0;0;122.5;215.0;0.0;0.0
integrator_arm7;1;2;iident;1.0015;1.126;33.5;42.0;10;0;0;122.5;215.0;0.0;0.0
integrator_arm7;1;3;Inciident;0.717;0.912;37.5;51.0;10;0;0;122.5;215.0;0.0;0.0
integrator_arm7;1;3;Random;49.816500000000005;132.171;285.0;285.0;10;1;0;127.0;215.0;0.0;0.0
integrator_arm7;1;3;iident;148.6625;178.293;34.0;42.0;10;0;0;122.5;215.0;0.0;0.0
integrator_arm7;2;1;Inciident;0.2445;0.282;12.0;13.0;10;4;0;112.5;196.0;18.0;91.0
integrator_arm7;2;1;Random;0.0825;0.184;17.0;106.0;10;5;0;75.0;196.0;10.0;59.0
integrator_arm7;2;1;iident;0.2445;0.276;12.0;13.0;10;4;0;112.5;196.0;18.0;91.0
integrator_arm7;2;2;Inciident;0.543;0.707;23.0;35.0;10;0;0;183.5;228.0;0.0;0.0
integrator_arm7;2;2;Random;0.505;0.609;199.0;199.0;10;0;0;183.5;228.0;0.0;0.0
integrator_arm7;2;2;iident;0.8;0.921;21.0;32.0;10;0;0;183.5;228.0;0.0;0.0
