ModelName;InteractionSize;T;Algorithm;Time;Time;Configurations;Configurations;ModelIteration;NoResult;OutOfMemory;CorrectlyFoundLiteralsCount;CorrectlyFoundLiteralsCount;MissedLiteralsCount;MissedLiteralsCount
integrator_arm7;2;3;Inciident;0.9155;1.416;46.0;57.0;10;0;0;183.5;228.0;0.0;0.0
integrator_arm7;2;3;Random;57.5875;202.059;285.0;285.0;10;0;0;183.5;228.0;0.0;0.0
integrator_arm7;2;3;iident;148.5725;206.192;39.0;46.0;10;0;0;183.5;228.0;0.0;0.0
integrator_arm7;3;1;Inciident;0.2385;0.279;12.0;13.0;10;5;0;150.0;196.0;26.0;188.0
integrator_arm7;3;1;Random;0.0785;0.165;17.0;91.0;10;10;0;;;;
integrator_arm7;3;1;iident;0.255;0.302;12.0;13.0;10;5;0;150.0;196.0;26.0;188.0
integrator_arm7;3;2;Inciident;0.504;1.02;24.5;58.0;10;3;0;195.0;224.0;2.0;16.0
integrator_arm7;3;2;Random;0.512;0.69;96.5;199.0;10;5;0;191.0;382.0;0.0;10.0
integrator_arm7;3;2;iident;0.8;1.112;24.0;49.0;10;4;0;193.0;215.0;5.5;25.0
integrator_arm7;3;3;Inciident;0.906;2.257;33.0;96.0;10;0;0;207.5;382.0;0.0;0.0
integrator_arm7;3;3;Random;77.321;202.987;285.0;285.0;10;0;0;207.5;382.0;0.0;0.0
integrator_arm7;3;3;iident;159.9655;244.594;31.5;52.0;10;0;0;207.5;382.0;0.0;0.0
lcm;1;1;Inciident;0.024;0.028;5.0;6.0;100;0;0;3.0;5.0;0.0;0.0
lcm;1;1;Random;0.024;0.03;33.0;33.0;100;0;0;3.0;5.0;0.0;0.0
lcm;1;1;iident;0.024;0.028;5.0;6.0;100;0;0;3.0;5.0;0.0;0.0
lcm;1;2;Inciident;0.036;0.047;9.0;12.0;100;0;0;3.0;5.0;0.0;0.0
lcm;1;2;Random;0.027;0.042;21.0;52.0;100;17;0;3.0;5.0;0.0;0.0
lcm;1;2;iident;0.038;0.049;7.0;8.0;100;14;0;3.0;5.0;0.0;0.0
lcm;1;3;Inciident;0.038;0.05;11.0;14.0;100;0;0;3.0;5.0;0.0;0.0
lcm;1;3;Random;0.0265;0.049;12.0;62.0;100;41;0;3.0;5.0;0.0;0.0
lcm;1;3;iident;0.045;0.058;6.0;8.0;100;29;0;3.0;5.0;0.0;0.0
lcm;2;1;Inciident;0.023;0.029;5.0;6.0;100;32;0;3.0;5.0;1.0;4.0
lcm;2;1;Random;0.016;0.029;8.0;33.0;100;63;0;5.0;5.0;0.0;2.0
lcm;2;1;iident;0.023;0.028;5.0;6.0;100;32;0;3.0;5.0;1.0;4.0
lcm;2;2;Inciident;0.039;0.048;8.0;12.0;100;0;0;5.0;7.0;0.0;0.0
lcm;2;2;Random;0.035;0.043;52.0;52.0;100;0;0;5.0;7.0;0.0;0.0
lcm;2;2;iident;0.039;0.049;7.0;8.0;100;0;0;5.0;7.0;0.0;0.0
lcm;2;3;Inciident;0.043;0.059;10.5;14.0;100;0;0;5.0;7.0;0.0;0.0
lcm;2;3;Random;0.0405;0.054;62.0;62.0;100;14;0;5.0;7.0;0.0;0.0
lcm;2;3;iident;0.05;0.064;7.0;9.0;100;9;0;5.0;7.0;0.0;0.0
lcm;3;1;Inciident;0.022;0.031;5.0;6.0;100;49;0;3.0;5.0;2.0;4.0
lcm;3;1;Random;0.015;0.022;8.0;23.0;100;77;0;5.0;5.0;2.0;4.0
lcm;3;1;iident;0.021;0.026;5.0;6.0;100;49;0;3.0;5.0;2.0;4.0
lcm;3;2;Inciident;0.04;0.05;8.0;12.0;100;8;0;5.0;9.0;0.0;4.0
lcm;3;2;Random;0.034;0.042;52.0;52.0;100;40;0;7.0;9.0;0.0;0.0
lcm;3;2;iident;0.038;0.047;7.0;8.0;100;14;0;5.0;9.0;0.0;2.0
lcm;3;3;Inciident;0.048;0.061;8.0;14.0;100;0;0;6.0;9.0;0.0;0.0
lcm;3;3;Random;0.043;0.067;62.0;62.0;100;0;0;6.0;9.0;0.0;0.0
lcm;3;3;iident;0.053;0.069;8.0;9.0;100;0;0;6.0;9.0;0.0;0.0
main_light;1;1;Inciident;0.313;0.407;13.0;15.0;3;0;0;105.0;108.0;0.0;0.0
main_light;1;1;Random;0.094;0.112;13.0;15.0;3;0;0;105.0;108.0;0.0;0.0
main_light;1;1;iident;0.324;0.343;13.0;15.0;3;0;0;105.0;108.0;0.0;0.0
main_light;1;2;Inciident;3.273;3.542;179.0;197.0;3;0;0;105.0;108.0;0.0;0.0
main_light;1;2;Random;1.399;1.412;227.0;227.0;3;0;0;105.0;108.0;0.0;0.0
main_light;1;2;iident;4.976;5.972;168.0;193.0;3;0;0;105.0;108.0;0.0;0.0
main_light;1;3;Inciident;3.585;3.61;183.0;200.0;3;0;0;105.0;108.0;0.0;0.0
main_light;1;3;Random;;;;;3;3;3;;;;
main_light;1;3;iident;;;;;3;3;3;;;;
main_light;2;1;Inciident;0.561;0.575;30.0;33.0;3;3;0;;;;
main_light;2;1;Random;0.147;0.261;38.0;119.0;3;1;0;99.0;104.0;26.0;51.0
main_light;2;1;iident;0.568;0.57;30.0;33.0;3;3;0;;;;
main_light;2;2;Inciident;2.403;3.288;93.0;116.0;3;0;0;155.0;157.0;0.0;0.0
main_light;2;2;Random;1.376;2.289;191.0;227.0;3;0;0;155.0;157.0;0.0;0.0
main_light;2;2;iident;4.914;5.486;69.0;103.0;3;0;0;155.0;157.0;0.0;0.0
main_light;2;3;Inciident;17.347;18.489;510.0;583.0;3;0;0;155.0;157.0;0.0;0.0
main_light;2;3;Random;;;;;3;3;3;;;;
main_light;2;3;iident;;;;;3;3;3;;;;
main_light;3;1;Inciident;0.576;0.617;30.0;33.0;3;3;0;;;;
main_light;3;1;Random;0.163;0.237;38.0;119.0;3;2;0;104.0;104.0;52.0;52.0
main_light;3;1;iident;0.558;0.598;30.0;33.0;3;3;0;;;;
main_light;3;2;Inciident;2.327;3.23;94.0;114.0;3;0;0;155.0;157.0;1.0;2.0
main_light;3;2;Random;1.388;2.24;148.0;227.0;3;1;0;156.5;158.0;0.5;1.0
main_light;3;2;iident;4.797;5.454;69.0;103.0;3;0;0;155.0;157.0;1.0;2.0
main_light;3;3;Inciident;10.391;13.951;134.0;343.0;3;0;0;156.0;158.0;0.0;0.0
main_light;3;3;Random;;;;;3;3;3;;;;
main_light;3;3;iident;;;;;3;3;3;;;;
soletta_2015-06-26_18-38-56;1;1;Inciident;0.068;0.083;9.0;11.0;100;0;0;39.0;68.0;0.0;0.0
soletta_2015-06-26_18-38-56;1;1;Random;0.032;0.066;12.0;69.0;100;0;0;39.0;68.0;0.0;0.0
soletta_2015-06-26_18-38-56;1;1;iident;0.07;0.083;9.0;11.0;100;0;0;39.0;68.0;0.0;0.0
soletta_2015-06-26_18-38-56;1;2;Inciident;0.11;0.194;17.5;25.0;100;0;0;39.0;68.0;0.0;0.0
soletta_2015-06-26_18-38-56;1;2;Random;0.0645;0.158;55.0;124.0;100;25;0;39.0;68.0;0.0;0.0
soletta_2015-06-26_18-38-56;1;2;iident;0.171;0.227;16.0;22.0;100;11;0;39.0;68.0;0.0;0.0
soletta_2015-06-26_18-38-56;1;3;Inciident;0.112;0.209;20.0;27.0;100;0;0;39.0;68.0;0.0;0.0
soletta_2015-06-26_18-38-56;1;3;Random;0.1755;0.343;39.0;173.0;100;36;0;39.0;68.0;0.0;0.0
soletta_2015-06-26_18-38-56;1;3;iident;0.386;0.465;17.0;21.0;100;30;0;39.0;68.0;0.0;0.0
soletta_2015-06-26_18-38-56;2;1;Inciident;0.065;0.082;9.0;11.0;100;57;0;39.0;65.0;1.0;8.0
soletta_2015-06-26_18-38-56;2;1;Random;0.028;0.054;10.0;69.0;100;69;0;39.0;68.0;1.0;6.0
soletta_2015-06-26_18-38-56;2;1;iident;0.066;0.082;9.0;11.0;100;57;0;39.0;65.0;1.0;8.0
soletta_2015-06-26_18-38-56;2;2;Inciident;0.1205;0.175;17.0;24.0;100;0;0;40.0;69.0;0.0;0.0
soletta_2015-06-26_18-38-56;2;2;Random;0.053;0.128;29.5;124.0;100;0;0;40.0;69.0;0.0;0.0
soletta_2015-06-26_18-38-56;2;2;iident;0.169;0.202;15.0;19.0;100;0;0;40.0;69.0;0.0;0.0
soletta_2015-06-26_18-38-56;2;3;Inciident;0.143;0.269;22.0;35.0;100;0;0;40.0;69.0;0.0;0.0
soletta_2015-06-26_18-38-56;2;3;Random;0.21;0.286;168.0;173.0;100;5;0;40.0;69.0;0.0;0.0
soletta_2015-06-26_18-38-56;2;3;iident;0.402;0.49;20.0;28.0;100;4;0;40.0;69.0;0.0;0.0
soletta_2015-06-26_18-38-56;3;1;Inciident;0.065;0.083;8.0;11.0;100;76;0;38.0;65.0;3.0;6.0
soletta_2015-06-26_18-38-56;3;1;Random;0.027;0.043;10.0;23.0;100;86;0;38.5;65.0;3.0;7.0
soletta_2015-06-26_18-38-56;3;1;iident;0.066;0.084;8.0;11.0;100;76;0;38.0;65.0;3.0;6.0
soletta_2015-06-26_18-38-56;3;2;Inciident;0.125;0.187;17.0;25.0;100;54;0;39.0;67.0;1.5;8.0
soletta_2015-06-26_18-38-56;3;2;Random;0.049;0.101;24.0;124.0;100;67;0;40.0;67.0;1.0;7.0
soletta_2015-06-26_18-38-56;3;2;iident;0.169;0.223;15.0;20.0;100;60;0;40.0;66.0;1.0;8.0
soletta_2015-06-26_18-38-56;3;3;Inciident;0.1595;0.296;23.0;41.0;100;0;0;41.5;71.0;0.0;0.0
soletta_2015-06-26_18-38-56;3;3;Random;0.203;0.302;67.5;173.0;100;0;0;41.5;71.0;0.0;0.0
soletta_2015-06-26_18-38-56;3;3;iident;0.412;0.478;21.0;32.0;100;0;0;41.5;71.0;0.0;0.0
toybox_2006-10-31_23-30-06;1;1;Inciident;0.032;0.039;7.0;8.0;100;0;0;2.0;2.0;0.0;0.0
toybox_2006-10-31_23-30-06;1;1;Random;0.022;0.03;10.0;23.0;100;0;0;2.0;2.0;0.0;0.0
toybox_2006-10-31_23-30-06;1;1;iident;0.032;0.038;7.0;8.0;100;0;0;2.0;2.0;0.0;0.0
toybox_2006-10-31_23-30-06;1;2;Inciident;0.042;0.053;10.0;13.0;100;0;0;2.0;2.0;0.0;0.0
toybox_2006-10-31_23-30-06;1;2;Random;0.03;0.036;16.0;32.0;100;0;0;2.0;2.0;0.0;0.0
toybox_2006-10-31_23-30-06;1;2;iident;0.063;0.076;10.0;11.0;100;0;0;2.0;2.0;0.0;0.0
toybox_2006-10-31_23-30-06;1;3;Inciident;0.044;0.054;12.0;15.0;100;0;0;2.0;2.0;0.0;0.0
toybox_2006-10-31_23-30-06;1;3;Random;0.0315;0.043;12.0;23.0;100;55;0;2.0;2.0;0.0;0.0
toybox_2006-10-31_23-30-06;1;3;iident;0.097;0.111;11.0;12.0;100;60;0;2.0;2.0;0.0;0.0
toybox_2006-10-31_23-30-06;2;1;Inciident;0.03;0.037;7.0;8.0;100;46;0;2.0;5.0;2.0;3.0
toybox_2006-10-31_23-30-06;2;1;Random;0.019;0.028;8.0;23.0;100;54;0;2.0;5.0;1.0;5.0
toybox_2006-10-31_23-30-06;2;1;iident;0.0295;0.039;7.0;8.0;100;46;0;2.0;5.0;2.0;3.0
toybox_2006-10-31_23-30-06;2;2;Inciident;0.046;0.065;10.0;15.0;100;0;0;3.0;5.0;0.0;0.0
toybox_2006-10-31_23-30-06;2;2;Random;0.031;0.05;17.0;73.0;100;0;0;3.0;5.0;0.0;0.0
toybox_2006-10-31_23-30-06;2;2;iident;0.065;0.078;10.0;13.0;100;0;0;3.0;5.0;0.0;0.0
toybox_2006-10-31_23-30-06;2;3;Inciident;0.052;0.085;13.0;19.0;100;0;0;3.0;5.0;0.0;0.0
toybox_2006-10-31_23-30-06;2;3;Random;0.0415;0.071;23.0;95.0;100;4;0;3.0;5.0;0.0;0.0
toybox_2006-10-31_23-30-06;2;3;iident;0.1;0.12;12.0;14.0;100;3;0;3.0;5.0;0.0;0.0
toybox_2006-10-31_23-30-06;3;1;Inciident;0.028;0.034;6.0;8.0;100;71;0;2.0;5.0;2.0;6.0
toybox_2006-10-31_23-30-06;3;1;Random;0.018;0.025;8.0;16.0;100;72;0;2.0;5.0;2.0;5.0
toybox_2006-10-31_23-30-06;3;1;iident;0.028;0.036;6.0;8.0;100;71;0;2.0;5.0;2.0;6.0
toybox_2006-10-31_23-30-06;3;2;Inciident;0.048;0.069;11.0;15.0;100;32;0;3.0;6.0;1.0;6.0
toybox_2006-10-31_23-30-06;3;2;Random;0.03;0.056;16.0;73.0;100;46;0;3.0;6.0;0.0;3.0
toybox_2006-10-31_23-30-06;3;2;iident;0.063;0.076;10.0;11.0;100;40;0;3.0;6.0;0.0;4.0
toybox_2006-10-31_23-30-06;3;3;Inciident;0.0555;0.092;14.0;22.0;100;0;0;4.0;8.0;0.0;0.0
toybox_2006-10-31_23-30-06;3;3;Random;0.046;0.073;37.5;95.0;100;1;0;4.0;8.0;0.0;0.0
toybox_2006-10-31_23-30-06;3;3;iident;0.1015;0.124;12.0;16.0;100;0;0;4.0;8.0;0.0;0.0
toybox_2020-12-06_00-02-46;1;1;Inciident;0.115;0.136;11.0;12.0;100;0;0;25.0;28.0;0.0;0.0
toybox_2020-12-06_00-02-46;1;1;Random;0.039;0.085;13.0;86.0;100;0;0;25.0;28.0;0.0;0.0
toybox_2020-12-06_00-02-46;1;1;iident;0.1285;0.152;11.0;12.0;100;0;0;25.0;28.0;0.0;0.0
toybox_2020-12-06_00-02-46;1;2;Inciident;0.1585;0.208;18.0;22.0;100;0;0;25.0;28.0;0.0;0.0
toybox_2020-12-06_00-02-46;1;2;Random;0.1125;0.199;28.0;159.0;100;51;0;25.0;28.0;0.0;0.0
toybox_2020-12-06_00-02-46;1;2;iident;0.314;0.392;18.0;23.0;100;30;0;25.0;28.0;0.0;0.0
toybox_2020-12-06_00-02-46;1;3;Inciident;0.173;0.221;21.0;25.0;100;0;0;25.0;28.0;0.0;0.0
toybox_2020-12-06_00-02-46;1;3;Random;1.006;1.339;25.0;226.0;100;56;0;25.0;28.0;0.0;0.0
toybox_2020-12-06_00-02-46;1;3;iident;2.3295000000000003;4.539;20.0;23.0;100;37;0;25.0;28.0;0.0;0.0
toybox_2020-12-06_00-02-46;2;1;Inciident;0.114;0.135;10.0;12.0;100;69;0;24.0;28.0;2.0;11.0
toybox_2020-12-06_00-02-46;2;1;Random;0.035;0.048;11.0;23.0;100;80;0;24.5;26.0;2.0;2.0
toybox_2020-12-06_00-02-46;2;1;iident;0.128;0.146;10.0;12.0;100;69;0;24.0;28.0;2.0;11.0
toybox_2020-12-06_00-02-46;2;2;Inciident;0.2;0.319;21.0;29.0;100;0;0;26.0;35.0;0.0;0.0
toybox_2020-12-06_00-02-46;2;2;Random;0.119;0.199;29.0;159.0;100;0;0;26.0;35.0;0.0;0.0
toybox_2020-12-06_00-02-46;2;2;iident;0.325;0.381;19.0;24.0;100;0;0;26.0;35.0;0.0;0.0
toybox_2020-12-06_00-02-46;2;3;Inciident;0.23;0.397;26.0;38.0;100;0;0;26.0;35.0;0.0;0.0
toybox_2020-12-06_00-02-46;2;3;Random;1.199;1.868;49.0;226.0;100;30;0;26.0;35.0;0.0;0.0
toybox_2020-12-06_00-02-46;2;3;iident;3.0655;6.04;25.0;34.0;100;10;0;26.0;35.0;0.0;0.0
toybox_2020-12-06_00-02-46;3;1;Inciident;0.1125;0.14;10.0;12.0;100;86;0;24.0;25.0;3.0;7.0
toybox_2020-12-06_00-02-46;3;1;Random;0.034;0.05;11.0;18.0;100;91;0;24.0;27.0;3.0;4.0
toybox_2020-12-06_00-02-46;3;1;iident;0.128;0.151;10.0;12.0;100;86;0;24.0;25.0;3.0;7.0
toybox_2020-12-06_00-02-46;3;2;Inciident;0.2225;0.339;23.0;29.0;100;73;0;25.0;27.0;2.0;12.0
toybox_2020-12-06_00-02-46;3;2;Random;0.124;0.17;31.0;86.0;100;88;0;25.0;26.0;2.0;11.0
toybox_2020-12-06_00-02-46;3;2;iident;0.3375;0.417;20.0;25.0;100;81;0;25.0;26.0;3.0;5.0
toybox_2020-12-06_00-02-46;3;3;Inciident;0.3165;0.644;35.0;52.0;100;0;0;27.0;36.0;0.0;0.0
toybox_2020-12-06_00-02-46;3;3;Random;1.4735;2.393;54.5;226.0;100;0;0;27.0;36.0;0.0;0.0
toybox_2020-12-06_00-02-46;3;3;iident;3.7495000000000003;6.698;31.0;47.0;100;0;0;27.0;36.0;0.0;0.0
uclibc_2008-06-05_13-46-47;1;1;Inciident;0.113;0.506;11.0;82.0;100;0;0;13.0;129.0;0.0;0.0
uclibc_2008-06-05_13-46-47;1;1;Random;0.05;0.13;14.0;83.0;100;9;0;13.0;129.0;0.0;0.0
uclibc_2008-06-05_13-46-47;1;1;iident;0.115;0.507;11.0;82.0;100;0;0;13.0;129.0;0.0;0.0
uclibc_2008-06-05_13-46-47;1;2;Inciident;0.54;1.198;84.5;172.0;100;0;0;13.0;129.0;0.0;0.0
uclibc_2008-06-05_13-46-47;1;2;Random;0.211;0.254;153.0;153.0;100;18;0;13.0;129.0;0.0;0.0
uclibc_2008-06-05_13-46-47;1;2;iident;0.5965;1.433;83.0;174.0;100;5;0;13.0;129.0;0.0;0.0
uclibc_2008-06-05_13-46-47;1;3;Inciident;0.5415000000000001;1.206;87.0;172.0;100;0;0;13.0;129.0;0.0;0.0
uclibc_2008-06-05_13-46-47;1;3;Random;0.758;1.741;217.0;217.0;100;16;0;13.5;129.0;0.0;0.0
uclibc_2008-06-05_13-46-47;1;3;iident;2.0235;8.644;82.0;223.0;100;4;0;13.0;129.0;0.0;0.0
uclibc_2008-06-05_13-46-47;2;1;Inciident;0.1075;0.485;10.0;82.0;100;30;0;12.0;116.0;1.0;18.0
uclibc_2008-06-05_13-46-47;2;1;Random;0.0465;0.135;13.0;83.0;100;45;0;12.0;116.0;1.0;18.0
uclibc_2008-06-05_13-46-47;2;1;iident;0.112;0.452;10.0;82.0;100;30;0;12.0;116.0;1.0;18.0
uclibc_2008-06-05_13-46-47;2;2;Inciident;0.2235;1.203;22.0;170.0;100;0;0;15.0;130.0;0.0;0.0
uclibc_2008-06-05_13-46-47;2;2;Random;0.161;0.27;153.0;153.0;100;6;0;15.0;130.0;0.0;0.0
uclibc_2008-06-05_13-46-47;2;2;iident;0.2965;1.321;20.5;166.0;100;0;0;15.0;130.0;0.0;0.0
uclibc_2008-06-05_13-46-47;2;3;Inciident;0.5974999999999999;1.294;87.0;174.0;100;0;0;15.0;130.0;0.0;0.0
uclibc_2008-06-05_13-46-47;2;3;Random;0.753;1.872;217.0;217.0;100;7;0;15.0;130.0;0.0;0.0
uclibc_2008-06-05_13-46-47;2;3;iident;1.8889999999999998;7.51;86.0;237.0;100;1;0;15.0;130.0;0.0;0.0
uclibc_2008-06-05_13-46-47;3;1;Inciident;0.1025;0.137;10.0;12.0;100;58;0;11.5;116.0;2.0;19.0
uclibc_2008-06-05_13-46-47;3;1;Random;0.044;0.097;12.0;83.0;100;73;0;17.0;131.0;2.0;20.0
uclibc_2008-06-05_13-46-47;3;1;iident;0.109;0.139;10.0;12.0;100;58;0;11.5;116.0;2.0;19.0
uclibc_2008-06-05_13-46-47;3;2;Inciident;0.191;1.194;20.0;172.0;100;17;0;16.0;140.0;1.0;20.0
uclibc_2008-06-05_13-46-47;3;2;Random;0.116;0.254;41.5;153.0;100;26;0;16.0;140.0;1.0;20.0
uclibc_2008-06-05_13-46-47;3;2;iident;0.279;1.264;19.0;166.0;100;24;0;15.5;140.0;1.0;18.0
uclibc_2008-06-05_13-46-47;3;3;Inciident;0.433;1.287;42.5;176.0;100;0;0;19.5;140.0;0.0;0.0
uclibc_2008-06-05_13-46-47;3;3;Random;0.7495;1.909;217.0;217.0;100;0;0;19.5;140.0;0.0;0.0
uclibc_2008-06-05_13-46-47;3;3;iident;1.7934999999999999;7.581;44.5;237.0;100;0;0;19.5;140.0;0.0;0.0
uclibc_2020-12-24_11-54-53;1;1;Inciident;0.112;0.463;11.0;62.0;100;0;0;17.0;130.0;0.0;0.0
uclibc_2020-12-24_11-54-53;1;1;Random;0.048;0.122;14.0;84.0;100;4;0;17.0;130.0;0.0;0.0
uclibc_2020-12-24_11-54-53;1;1;iident;0.117;0.431;11.0;62.0;100;0;0;17.0;130.0;0.0;0.0
uclibc_2020-12-24_11-54-53;1;2;Inciident;0.4775;1.36;69.5;187.0;100;0;0;17.0;130.0;0.0;0.0
uclibc_2020-12-24_11-54-53;1;2;Random;0.205;0.252;154.0;154.0;100;10;0;17.0;130.0;0.0;0.0
uclibc_2020-12-24_11-54-53;1;2;iident;0.562;1.538;69.0;197.0;100;3;0;17.0;130.0;0.0;0.0
uclibc_2020-12-24_11-54-53;1;3;Inciident;0.4835;1.367;72.0;188.0;100;0;0;17.0;130.0;0.0;0.0
uclibc_2020-12-24_11-54-53;1;3;Random;0.8394999999999999;1.95;218.0;218.0;100;10;0;17.0;130.0;0.0;0.0
uclibc_2020-12-24_11-54-53;1;3;iident;2.042;24.06;67.0;299.0;100;2;0;17.0;130.0;0.0;0.0
uclibc_2020-12-24_11-54-53;2;1;Inciident;0.108;0.31;10.0;34.0;100;41;0;16.0;130.0;1.0;16.0
uclibc_2020-12-24_11-54-53;2;1;Random;0.046;0.108;12.0;84.0;100;45;0;16.0;130.0;1.0;16.0
uclibc_2020-12-24_11-54-53;2;1;iident;0.1155;0.303;10.0;34.0;100;41;0;16.0;130.0;1.0;16.0
uclibc_2020-12-24_11-54-53;2;2;Inciident;0.2295;1.284;22.5;182.0;100;0;0;21.0;131.0;0.0;0.0
uclibc_2020-12-24_11-54-53;2;2;Random;0.161;0.253;154.0;154.0;100;3;0;21.0;131.0;0.0;0.0
uclibc_2020-12-24_11-54-53;2;2;iident;0.2925;1.472;20.0;186.0;100;0;0;21.0;131.0;0.0;0.0
uclibc_2020-12-24_11-54-53;2;3;Inciident;0.539;1.485;73.5;201.0;100;0;0;21.0;131.0;0.0;0.0
uclibc_2020-12-24_11-54-53;2;3;Random;0.8725;1.935;218.0;218.0;100;6;0;21.0;131.0;0.0;0.0
uclibc_2020-12-24_11-54-53;2;3;iident;1.9755;15.422;73.0;296.0;100;0;0;21.0;131.0;0.0;0.0
uclibc_2020-12-24_11-54-53;3;1;Inciident;0.106;0.137;10.0;13.0;100;63;0;16.0;130.0;3.0;16.0
uclibc_2020-12-24_11-54-53;3;1;Random;0.044;0.108;12.0;84.0;100;62;0;16.5;130.0;2.0;19.0
uclibc_2020-12-24_11-54-53;3;1;iident;0.116;0.14;10.0;13.0;100;63;0;16.0;130.0;3.0;16.0
uclibc_2020-12-24_11-54-53;3;2;Inciident;0.205;1.327;22.0;184.0;100;9;0;21.0;130.0;1.0;29.0
uclibc_2020-12-24_11-54-53;3;2;Random;0.1215;0.249;46.5;154.0;100;22;0;22.0;130.0;1.0;25.0
uclibc_2020-12-24_11-54-53;3;2;iident;0.2845;1.489;19.0;184.0;100;18;0;21.0;130.0;1.0;10.0
uclibc_2020-12-24_11-54-53;3;3;Inciident;0.4285;1.601;43.0;201.0;100;0;0;22.5;132.0;0.0;0.0
uclibc_2020-12-24_11-54-53;3;3;Random;0.922;2.105;218.0;218.0;100;3;0;22.0;132.0;0.0;0.0
uclibc_2020-12-24_11-54-53;3;3;iident;1.9220000000000002;14.711;43.5;287.0;100;0;0;22.5;132.0;0.0;0.0
